doc_id,domain,silver_label
conf_3bc979a130ba3d2d,confession,STORY
conf_3586c5d3453fbc3d,confession,STORY
conf_fc4d77df8a3d9867,confession,STORY
ra_067c5f6d1404888e,ra,ADVICE
conf_1cd8541ed8020f32,confession,STORY
conf_03b08fc1d9683ec3,confession,STORY
ra_d87dc92041e89641,ra,ADVICE
ra_22f595d0b8eef05c,ra,ADVICE
ra_c203fab6097abeb7,ra,ADVICE
conf_2e41d9d36f86c73f,confession,STORY
conf_3704188f57e37892,confession,STORY
conf_809c01df22b7cf02,confession,STORY
ra_5a298a5951f7862a,ra,ADVICE
conf_416e78242a4bec20,confession,STORY
conf_0775ae5819ea8ece,confession,STORY
conf_fa3c223f40c89148,confession,STORY
conf_ee5c2af8007b0d89,confession,STORY
ra_8acc753cd96e0875,ra,ADVICE
conf_53287b69c930586b,confession,STORY
ra_f208a35b2390ef42,ra,ADVICE
conf_3cb6dfb0530fc349,confession,STORY
ra_add01baf045ac4f9,ra,ADVICE
ra_7037c0c33cf80067,ra,ADVICE
ra_3f7b811e3d47988b,ra,ADVICE
ra_66109494cad48522,ra,ADVICE
ra_81f80d0debfa070c,ra,ADVICE
ra_e68e6c6ca5fe0e7c,ra,ADVICE
ra_9bfbdd43a76cc347,ra,ADVICE
ra_828673a830ab680d,ra,ADVICE
conf_d36822391c5eeb18,confession,STORY
ra_36cab0310c1afe84,ra,ADVICE
ra_cab70c70a04a46dd,ra,ADVICE
conf_67f4e71fe868edeb,confession,STORY
conf_c1aacae0e0c4d036,confession,STORY
conf_d8824de11a4e65ad,confession,STORY
conf_fdf3674ffd5f29df,confession,STORY
ra_6f74cd00d8c5b858,ra,ADVICE
ra_9adc6dafed9d9846,ra,ADVICE
ra_bc160a9d6cb46991,ra,ADVICE
conf_b5fef9fff4418d0b,confession,STORY
conf_81a00f52bfe93025,confession,STORY
ra_31dce811a156f591,ra,ADVICE
conf_1d9257fbfbce779b,confession,STORY
conf_58b94c608ab878cf,confession,STORY
ra_38a3c6ab6eb998e6,ra,ADVICE
ra_6ead47b47e62aac9,ra,ADVICE
conf_2222aa05b1b4d212,confession,STORY
conf_10a9951ef7ab6c68,confession,STORY
conf_85606cffccb76e42,confession,STORY
conf_45cfbb5da77dae0c,confession,STORY
ra_aa7ba82341735c67,ra,ADVICE
conf_3815fa469dcc018b,confession,STORY
conf_487918d182e1fc6f,confession,STORY
conf_e5cc1189807cf7c6,confession,STORY
conf_23c23348f8d6bead,confession,STORY
ra_9b94a67c3f8468c2,ra,ADVICE
ra_a39c087ee9064087,ra,ADVICE
conf_4ae2c2acd89e4fac,confession,STORY
conf_bed979691a7498da,confession,STORY
ra_299bf4c19bda5ed1,ra,ADVICE
conf_6c5ee94724a5f4ad,confession,STORY
conf_0cc4247b12dbf713,confession,STORY
conf_7546d8ef70e4ba7e,confession,STORY
conf_f4159702639d621e,confession,STORY
ra_c0c4e53cf2511e40,ra,ADVICE
ra_5d163d22fbd20e87,ra,ADVICE
ra_2cfb3b847fe501f5,ra,ADVICE
conf_f0334a86a5e6befa,confession,STORY
ra_7ef0aa1191f8e77a,ra,ADVICE
conf_06cc441f507b831a,confession,STORY
ra_35caf04c55399e98,ra,ADVICE
ra_432f206f060a82c0,ra,ADVICE
ra_4505d831ad954d3d,ra,ADVICE
ra_c35ca28776b181bf,ra,ADVICE
ra_054ef35f308005cd,ra,ADVICE
conf_f3810bf00a1937a8,confession,STORY
conf_7c44f33adf888716,confession,STORY
ra_f6a0f33cc1ded79d,ra,ADVICE
ra_e6938a95cd8dc1f6,ra,ADVICE
ra_6387705876023788,ra,ADVICE
conf_d61d5535226e1c96,confession,STORY
ra_7211729e1d78679f,ra,ADVICE
ra_533fa0bedecf4ce6,ra,ADVICE
ra_e3b1d7f66d1dc5f6,ra,ADVICE
conf_2d96f2d44ed52009,confession,STORY
ra_ca2df30f5d49f914,ra,ADVICE
conf_85e59c489b0f0a53,confession,STORY
ra_4976cd0fa8345223,ra,ADVICE
conf_6bdeb7cf698459b5,confession,STORY
ra_b5fd31eff4ee19e8,ra,ADVICE
conf_71ae49b46ddab8db,confession,STORY
conf_808c29e6f7f67509,confession,STORY
conf_a026bc7fe6b2d042,confession,STORY
conf_a1bc89ac11f2bb42,confession,STORY
conf_2da4cb44cc5b1af6,confession,STORY
ra_9f82dea9a7e478d5,ra,ADVICE
conf_c800aba3ed6a42c0,confession,STORY
conf_6abf78ec3b346dfc,confession,STORY
ra_1eea7c99854279ab,ra,ADVICE
conf_3a74ab3243f61985,confession,STORY
conf_a045d528ba3c55a7,confession,STORY
conf_45b7c66cd36a4bcd,confession,STORY
conf_d87676c1076c5bc5,confession,STORY
ra_31593aae77f88614,ra,ADVICE
ra_4267a8440807c384,ra,ADVICE
ra_592ca645269317b8,ra,ADVICE
ra_b6596655327efe1e,ra,ADVICE
conf_64f0f9b94cc8ce7c,confession,STORY
conf_adde975f7e69acb9,confession,STORY
ra_5eefae497a3ce022,ra,ADVICE
conf_957c2b5be14eefe4,confession,STORY
ra_a65368bcb7363dbb,ra,ADVICE
conf_e636d7cf6bd8bf46,confession,STORY
conf_881549cdf6383dea,confession,STORY
ra_cc3288aabfe4d934,ra,ADVICE
conf_68bdfaca042fcb46,confession,STORY
ra_6c63cfb1989dc057,ra,ADVICE
ra_1300aca7f939493a,ra,ADVICE
conf_60ecd5eca44ca3c8,confession,STORY
conf_c630c07f135e87e9,confession,STORY
conf_b6f636deb07b33fe,confession,STORY
conf_6fe0fbff0811d27f,confession,STORY
conf_d543d35d7b6e4c3e,confession,STORY
conf_be872babdf27f651,confession,STORY
conf_627427143f315aee,confession,STORY
conf_c8c55d0c64a527e9,confession,STORY
ra_4ed4d521fe16338f,ra,ADVICE
conf_61e30453abbf888e,confession,STORY
ra_8bc22f0f969bede6,ra,ADVICE
conf_0e02c60b1c111bce,confession,STORY
ra_23f02f8faec0bbee,ra,ADVICE
ra_f96680b420a72f5a,ra,ADVICE
ra_47355791eb003c9a,ra,ADVICE
ra_692899dede5fba76,ra,ADVICE
conf_61cc0bffd3697a1c,confession,STORY
ra_8823bcb5272dbf89,ra,ADVICE
ra_8c8a436e10a3a235,ra,ADVICE
conf_1ac808c17530b235,confession,STORY
conf_3a7080b744364567,confession,STORY
conf_ac2c53110323abcf,confession,STORY
conf_24157480e4c916e1,confession,STORY
conf_918a3b28ee731d28,confession,STORY
conf_e277e1b822f356cf,confession,STORY
conf_20e732c25a7f0643,confession,STORY
ra_434b0e54be6912dc,ra,ADVICE
conf_09f62d5b3e4fb9b4,confession,STORY
conf_6cf6ba07614d53ce,confession,STORY
conf_4c95c34fb73891f8,confession,STORY
ra_bb80da7108d8b31c,ra,ADVICE
ra_1a057f2796a0ea68,ra,ADVICE
ra_d1fb901aed1aed81,ra,ADVICE
ra_368e89a8c628c5f8,ra,ADVICE
conf_18985643546ab3a9,confession,STORY
conf_090ff9d1891ac050,confession,STORY
conf_6be1c670e20c1d4a,confession,STORY
conf_959e4d1331241dc2,confession,STORY
ra_d3f5360198fec5d2,ra,ADVICE
conf_ff3d3e64bd4119e3,confession,STORY
conf_ac193f31adc642b2,confession,STORY
ra_0f90214b2eb20a7c,ra,ADVICE
ra_6011fe01d6fe0010,ra,ADVICE
ra_0e5e499099d1c83f,ra,ADVICE
conf_c5cebdca1eb37a83,confession,STORY
conf_bee052510e008a8b,confession,STORY
ra_a2d46182dcd3366d,ra,ADVICE
conf_b7bec931af62bf00,confession,STORY
conf_e52990436f305daf,confession,STORY
conf_f5d2782fd4f05a7d,confession,STORY
ra_c3ab73aafd01b9f1,ra,ADVICE
conf_fbbbcf19c9234b95,confession,STORY
ra_179db7c5e5022242,ra,ADVICE
conf_71850474d13e46a1,confession,STORY
ra_cfafc452c41b8f46,ra,ADVICE
conf_86e778c2b3cd112a,confession,STORY
ra_dfbe10089486629e,ra,ADVICE
ra_38b643607d288a84,ra,ADVICE
conf_d4c892131afffd4b,confession,STORY
conf_ba30df0294e45dba,confession,STORY
conf_9492c6310e30caea,confession,STORY
conf_4d2bef892ce95136,confession,STORY
ra_6c8d45aa49300631,ra,ADVICE
ra_1494a9f28b51e690,ra,ADVICE
conf_d0411f7a91a41c82,confession,STORY
conf_74075f0675991532,confession,STORY
conf_15fe14f2acb59e31,confession,STORY
ra_6e3bb3019b352ba9,ra,ADVICE
ra_8477fe51d3d4b53d,ra,ADVICE
conf_92736994a6e7a251,confession,STORY
conf_3e22aa3c5902cbf5,confession,STORY
conf_577941ed4f712ecb,confession,STORY
conf_f4dc142e97b435b9,confession,STORY
ra_42b598a00251ccf2,ra,ADVICE
conf_0bce4f4a65b21995,confession,STORY
conf_6f7923f005721c96,confession,STORY
conf_08dea5413527a6ad,confession,STORY
conf_731b9640f595d890,confession,STORY
ra_9fe0881261a0dfd2,ra,ADVICE
ra_07b643294dfef8f2,ra,ADVICE
ra_1112d7a7b43232a6,ra,ADVICE
conf_186fd892a16a22c1,confession,STORY
ra_d89916b7cb9de3b0,ra,ADVICE
conf_e324074f6bbb941a,confession,STORY
ra_e6930ef77162c3cb,ra,ADVICE
conf_30828f90140c1c1f,confession,STORY
conf_db1581f55780394c,confession,STORY
conf_38f794c9b6c3cbd8,confession,STORY
ra_739504cc2ba2d3fe,ra,ADVICE
ra_bef090c87dfcf789,ra,ADVICE
conf_5309cd24bcfb78da,confession,STORY
ra_587b57d77cd5ec4d,ra,ADVICE
conf_8e729c062db891d2,confession,STORY
ra_7521514e8e658004,ra,ADVICE
ra_8e14134f0661f949,ra,ADVICE
conf_afae0c970f67418b,confession,STORY
ra_3a2aba04700a4c63,ra,ADVICE
conf_ad4faa8de5aa1c3e,confession,STORY
ra_777a0abe6acef3b9,ra,ADVICE
conf_14e4970da6296b3e,confession,STORY
conf_5ca069ee0fb5f77d,confession,STORY
conf_e3de2b5deb12b15e,confession,STORY
conf_197506c7877068f8,confession,STORY
conf_54baa3f434938d44,confession,STORY
conf_760293be2084cc26,confession,STORY
conf_aa187e6f460d50e1,confession,STORY
conf_7667ae209ee99080,confession,STORY
ra_5be1226a4882382d,ra,ADVICE
conf_93257d6f94b538c3,confession,STORY
conf_96353d085b07a61a,confession,STORY
ra_76fc0ad8b1d1ba05,ra,ADVICE
ra_7b74a262a47fd782,ra,ADVICE
conf_dba45e46d2795a03,confession,STORY
conf_bf664a38f05f51ce,confession,STORY
conf_6c14723377ff713b,confession,STORY
conf_48a607c7a72b7f2e,confession,STORY
conf_fc211ab272010545,confession,STORY
ra_0981d0b9f8d695d4,ra,ADVICE
ra_c70cb3eae369daf2,ra,ADVICE
ra_c74c1faea01de400,ra,ADVICE
conf_b0669e23f5fd3ad4,confession,STORY
conf_6c2debfeae666001,confession,STORY
ra_8b5170e6ac631037,ra,ADVICE
conf_e4b9b3f848f34a4e,confession,STORY
ra_63b4dd430c7d83ea,ra,ADVICE
conf_981d1ef2022ffdb4,confession,STORY
conf_d6f6b504354a54c3,confession,STORY
ra_054ed94036bd0be6,ra,ADVICE
conf_659b3fda43046088,confession,STORY
conf_076577eb4a0c978f,confession,STORY
conf_09f80b0c7412ae6e,confession,STORY
conf_0cd7db8025abd040,confession,STORY
conf_68bc60fc4f324c3d,confession,STORY
conf_c1ecec212cd2af93,confession,STORY
ra_f734829d8df7c757,ra,ADVICE
conf_5eaeb7cb88dc25ef,confession,STORY
ra_6c9acc026fe341d4,ra,ADVICE
conf_42481103f460fefe,confession,STORY
ra_d416fd19c8f3b821,ra,ADVICE
ra_9a082b7e206e2144,ra,ADVICE
ra_eb3365c13c287279,ra,ADVICE
conf_b7acb2c5e88e30ba,confession,STORY
ra_30b8dc0771da239c,ra,ADVICE
ra_b9a9e4ceb13f4e45,ra,ADVICE
conf_f7ee7821f3fbe83e,confession,STORY
conf_4dcb4d84c9db4aa2,confession,STORY
ra_f37ed2b4e5c53a4b,ra,ADVICE
conf_17bff3cf8c0323f2,confession,STORY
ra_d28f68d913fc254f,ra,ADVICE
ra_a17d283f2094ec67,ra,ADVICE
ra_2981a614808e5b81,ra,ADVICE
conf_f782e93449b0eca6,confession,STORY
conf_5c3e42aadb340af4,confession,STORY
ra_b157d0cc642f9a1a,ra,ADVICE
conf_5177c01b9c340754,confession,STORY
conf_35176bbd1160f66e,confession,STORY
ra_debb344a24754c95,ra,ADVICE
conf_1072b639b2c4b795,confession,STORY
ra_18a92614c19572e6,ra,ADVICE
conf_d81f822ef6490f00,confession,STORY
conf_bb189c8855d86b07,confession,STORY
ra_223460abcb3b6aac,ra,ADVICE
ra_f6ebabdf1893663d,ra,ADVICE
conf_decf412bcc186e86,confession,STORY
conf_c7caf1f3800040b1,confession,STORY
conf_583cf9918484ded2,confession,STORY
ra_8168b1a5a9ac524b,ra,ADVICE
ra_a193bef97d38993a,ra,ADVICE
conf_704c8e2cb902c72b,confession,STORY
ra_d5124e3286b4ef7e,ra,ADVICE
ra_8413d10f224b96be,ra,ADVICE
ra_f5224a4408587cfe,ra,ADVICE
ra_d145553bae9a8ad3,ra,ADVICE
conf_0c9c45c6db8822a8,confession,STORY
ra_d193012e08322b47,ra,ADVICE
conf_690ad877edf59910,confession,STORY
ra_28b392c9c75b5e94,ra,ADVICE
ra_9dcc3a50d0dd65d7,ra,ADVICE
ra_a06f2491590c9901,ra,ADVICE
conf_7d8f2e17b04f51e3,confession,STORY
ra_7d8b7746e760d79e,ra,ADVICE
conf_53a1e1fb5854dc1a,confession,STORY
ra_b76b4e9088f7272f,ra,ADVICE
ra_48d504d35efe748e,ra,ADVICE
conf_20d5822821f2e2d3,confession,STORY
ra_241efba12a955258,ra,ADVICE
conf_96eda67181113e0f,confession,STORY
ra_ab3bef1f438baebc,ra,ADVICE
ra_9047ea6bcfec251b,ra,ADVICE
conf_a3a631fb97f745ee,confession,STORY
ra_5e6c6db8773162bd,ra,ADVICE
conf_48290ed002d0b082,confession,STORY
conf_549e7e669cf7c126,confession,STORY
conf_b105d14b0d3e8449,confession,STORY
conf_8abdcb0280224733,confession,STORY
ra_19f041566208000f,ra,ADVICE
ra_7f54b22de269dd96,ra,ADVICE
conf_b3847760b7bc9bbf,confession,STORY
conf_f28140f58b8c5b7c,confession,STORY
ra_57e05138134a3c99,ra,ADVICE
ra_ac17eb86d6f06da1,ra,ADVICE
conf_4f7a607313f458f0,confession,STORY
conf_07cd8d730e69df08,confession,STORY
conf_86d6d2d38d4fb32f,confession,STORY
ra_0c3ede196a6ab6d9,ra,ADVICE
ra_b53cebb1ec32e549,ra,ADVICE
conf_bd0652908cd10c39,confession,STORY
conf_13c79b0f6e8b03f5,confession,STORY
conf_198fa48b9a3b1c86,confession,STORY
conf_ee783557755199a9,confession,STORY
conf_be39f31c038288e3,confession,STORY
ra_7c8cc4d2ba235d13,ra,ADVICE
ra_da0d9ec2ee953663,ra,ADVICE
ra_38c5072036fe7f5a,ra,ADVICE
ra_7e1a9d7c41331d48,ra,ADVICE
conf_ed8a3457da8ede2e,confession,STORY
conf_c06659e8bf660618,confession,STORY
ra_066fa87b818b1c09,ra,ADVICE
conf_a54ebcb79a83d08a,confession,STORY
ra_3b0764f711cc444a,ra,ADVICE
conf_a5990ee948cd6f61,confession,STORY
ra_cc5108dc3f0e8e70,ra,ADVICE
ra_ed70b335f0d7f450,ra,ADVICE
ra_ee0c4e1414d26ce7,ra,ADVICE
conf_3e788474f5054fb8,confession,STORY
ra_e579728d1b7d704a,ra,ADVICE
ra_c897dba2c22268a2,ra,ADVICE
ra_290fc446dca175a7,ra,ADVICE
ra_06f8c9f96b07b109,ra,ADVICE
ra_83053856041a131a,ra,ADVICE
conf_9ca349be12d19fa1,confession,STORY
ra_ade4de1a61feb640,ra,ADVICE
conf_81606f1c1d3f50f7,confession,STORY
conf_865771b1adb967f6,confession,STORY
conf_42acb459cfedb771,confession,STORY
ra_53c971cf5508cf55,ra,ADVICE
conf_e7d8f0074835fb8a,confession,STORY
conf_f9124228e7ff1d48,confession,STORY
conf_067d8f82fceffc8a,confession,STORY
conf_c9981b14b57d922a,confession,STORY
conf_ade07709680b08b7,confession,STORY
ra_0b647f91cbad4132,ra,ADVICE
conf_9165ecc82ea1b033,confession,STORY
ra_5b0c0f19199f8c19,ra,ADVICE
ra_3ca61d78b2192449,ra,ADVICE
conf_6549eb7bb7fbe6fb,confession,STORY
ra_32ff54d3c33e6bf3,ra,ADVICE
conf_6c047f45a0e167dc,confession,STORY
ra_6d1a3db9b7dc8b95,ra,ADVICE
ra_f2f615afc61dc199,ra,ADVICE
ra_1b80b7f7a42949d1,ra,ADVICE
ra_8f776a1a6013f304,ra,ADVICE
ra_b198b8735ee7934c,ra,ADVICE
ra_c6511a0189012735,ra,ADVICE
conf_91734dcb3bbb717b,confession,STORY
ra_dfb4f2ebd7acb42b,ra,ADVICE
conf_21717521c64991e2,confession,STORY
ra_58a2d9a99ca658d4,ra,ADVICE
conf_61448c20deb9cb4a,confession,STORY
conf_ec5fa7faed140457,confession,STORY
conf_1bb941efb4ef2f7c,confession,STORY
ra_a78b4c64dbb11234,ra,ADVICE
conf_601a0f70a07195ba,confession,STORY
conf_373d085739e024d7,confession,STORY
ra_f80c5c9cc1e6abfa,ra,ADVICE
ra_efada26e7864e101,ra,ADVICE
conf_e2b02d5f17fa0da6,confession,STORY
ra_51a7e26fa24fa77d,ra,ADVICE
conf_638b9d44b1318a8d,confession,STORY
ra_3358d0851bd953bf,ra,ADVICE
conf_1d7d8baeaf5b33b5,confession,STORY
ra_fd630e15791eb0c4,ra,ADVICE
conf_fb263e2e1ff3b5a5,confession,STORY
conf_259a32c1c8c41a6f,confession,STORY
conf_7136dfb9c86ae18f,confession,STORY
ra_abf31a207902e97a,ra,ADVICE
ra_8c52c3d3adc62016,ra,ADVICE
ra_f6086d5e904fb8fb,ra,ADVICE
conf_4feac60ab99fd0a8,confession,STORY
ra_26f71d1bcff7b7fe,ra,ADVICE
